title,url,summary
售价13.57万元-17.17万元，吉利星越S上市，开启全民高性能时代,http://www.guokr.com/article/459993/,7月10日，吉利品牌CMA高端系列——中国高性能SUV星越S正式上市，共推出四款车型，官方售价为 13.57万元-17.17万元。
蔚来发布NIO Power 2025换电站布局计划,http://www.guokr.com/article/459987/,7月9日，首届蔚来能源日（NIO Power Day）在上海举行。蔚来现场分享了蔚来能源（NIO Power）的发展历程与核心技术，并发布NIO Power 2025换电站布局计划。
Just For U！五羊-本田U-GO、U-be新启都市骑乘乐趣,http://www.guokr.com/article/459985/,今日，五羊-本田正式发布面向城市骑乘爱好者倾力打造的产品——U-GO、U-be
2022款传祺GS4正式上市，配置全面提升，主打安全智能,http://www.guokr.com/article/460037/,颜值、智能、安全等方面提升明显，售价8.98万元起
20万元以内唯一没有对手的大五座SUV，中国星旗舰SUV星越L全球上市,http://www.guokr.com/article/460034/,7月20日，以“众星捧越”为题，中国星旗舰SUV——星越L在杭州奥体中心亚运场馆全球上市。新车推出2.0TD-7DCT EVO、2.0TD高功-8AT两种动力组合共6款车型，市场指导价为13.72-18.52万元。其中，翠羽幻彩套装售价5000元，包括翠羽幻彩特制车漆+翠羽双拼麂皮内饰、双五辐脉冲专属轮毂+幻彩专属车钥匙。作为诞生于CMA架构的全新旗舰SUV，星越L匹配吉利银河OS系统、HWA 高速驾驶辅助系统等智能技术，同时支持全域FOTA云端升级，以30万级产品价值，全面超越强势合资品牌，无需用户多花一分钱，树立中国星旗舰SUV高端价值新标杆。
扁平大潮下的“拟物回归”：华为 HarmonyOS UX轻拟物设计,http://www.guokr.com/article/460033/,今年的6月2日，华为正式发布了鸿蒙HarmonyOS 2 操作系统，希望通过一个能适配所有设备的系统，将手机、PC、平板、手表、TV、汽车，甚至是各类智能家居产...
元Pro亲子游乐园开园，陪孩子来场元气太空之旅吧！,http://www.guokr.com/article/460031/,近日，元Pro“元气星球·亲子游乐园”媒体试驾活动在北京举行。参与活动的媒体老师，不仅零距离体验了元Pro“好看，好开，好玩，好安全”的四好产品力，也与家人们度过了一个温馨、快乐的元气周末。
重磅福利来袭，一汽大众ID.6 CROZZ正式开启交付 ,http://www.guokr.com/article/460030/,...
宾利汽车为飞驰车系首次推出插电混合动力车型,http://www.guokr.com/article/460026/,宾利飞驰插电混动版问世，诠释宾利可持续发展愿景
宾利品牌携全系车型亮相粤港澳大湾区国际车展，诠释可持续发展愿景,http://www.guokr.com/article/460025/,2021年7月17日，宾利汽车携全系车型亮相2021粤港澳大湾区国际汽车博览会
Davinci DC100正式发布：兼备重型机车高性能的机器人式载具 ,http://www.guokr.com/article/460022/,7月17日，Davinci Tech达芬骑动力科技（以下简称达芬骑动力）在北京举办了Davinci Tech OPEN DAY品牌及车型发布会。经历七年研发，两款量产车型正式登场：DC100与DC Classic。 这两款车型的发布不仅代表着电动化技术应用的突破，更开辟了机器人式载具这一全新品类。
零跑开启 2.0 时代 金华 AI 工厂首台整车下线仪式暨 2.0 战略发布会,http://www.guokr.com/article/460013/,零跑开启 2.0 时代 金华 AI 工厂首台整车下线仪式暨 2.0 战略发布会
Longchamp推出全新LE PLIAGE® GREEN系列,http://www.guokr.com/article/460012/,积极践行可持续性，推行环境保护计划
零跑生产资质获批：新款T03、全新C11上公告，将在零跑金华工厂生产,http://www.guokr.com/article/460011/,【2021年7月14日】近日，工信部公布了第346批《道路机动车辆生产企业及产品公告》新产品公示信息：零跑C11正式通过申报，车身尺寸长宽高为4750×1905×1675mm，轴距2930mm，定位于中级SUV。
世界自树而生 ——“树，树”展览于上海盛大开幕,http://www.guokr.com/article/460003/,2021年7月8日，由上海当代艺术博物馆携手卡地亚当代艺术基金会共同举办的“树，树”展览在上海盛大开幕
雅迪发布城市高端品牌VFLY，创造自由出行新体验,http://www.guokr.com/article/459995/,7月8日，在上海保时捷体验中心，电动车行业领导者雅迪正式发布旗下全新城市高端品牌VFLY。 雅迪VFLY家族一共有三个系列，分别是性能猛禽F系列、时尚精灵L系列...
售价13.57万元-17.17万元，吉利星越S上市，开启全民高性能时代,http://www.guokr.com/article/459993/,7月10日，吉利品牌CMA高端系列——中国高性能SUV星越S正式上市，共推出四款车型，官方售价为 13.57万元-17.17万元。
蔚来发布NIO Power 2025换电站布局计划,http://www.guokr.com/article/459987/,7月9日，首届蔚来能源日（NIO Power Day）在上海举行。蔚来现场分享了蔚来能源（NIO Power）的发展历程与核心技术，并发布NIO Power 2025换电站布局计划。
Just For U！五羊-本田U-GO、U-be新启都市骑乘乐趣,http://www.guokr.com/article/459985/,今日，五羊-本田正式发布面向城市骑乘爱好者倾力打造的产品——U-GO、U-be
洛可可与联想来酷宣布达成战略合作  用新商业美学赋能产品创新 打造中国标杆式零售体验体系,http://www.guokr.com/article/459983/,近日，洛可可创新设计集团与联想来酷战略合作启动仪式在联想全球总部未来中心NEXT空间举行。本次发布会上，双方就新商业美学、产品创新、国潮IP共创、渠道等方面达成...
纯电汽车充电的又一创新解决方案，竟然让充电桩自己动？,http://www.guokr.com/article/459977/,新能源汽车充电难的因素之一，就是充电无法像加油一样能做到即加即走，即使公共充电站使用的是直流快充，也需要大概一个小时，“翻台率”极低，有限场地内的充电设备使用率是一个亟待解决的问题。
那些说着“躺平”的年轻人，真的躺下了吗？,http://www.guokr.com/article/459976/,图源：www.piqsels.com   “内卷”本是一个人类学术语，最早用于描述农耕社会农耕经济越来越精细化，但却没有重大突破的现象。而现在，“内卷”则意...
通过启科量子产品发布会，看量子科技如何更“硬核”,http://www.guokr.com/article/459973/,当前，以量子信息技术为代表的量子科技蓬勃发展，成为新一轮科技革命和产业变革的前沿领域，也成为全球技术创新的竞争高地。7月6日，启科量子在北京举办了“量子赋能·非...
title,url,summary
智趣新生，搭载Honda CONNECT 3.0智导互联 ，新凌派（NEW CRIDER）震撼上市,http://www.guokr.com/article/460377/,9月28日，“智在必型 Suit What You Imagine ”广汽本田新车型发布会线上火热举办。新凌派（NEW CRIDER）正式上市，搭载Honda CONNECT 3.0智导互联，带来Honda新一代智能网联科技的抢“鲜”体验，科技魅力大幅提升；“轻·致”理念焕新而来，提升了大气精致车格和舒适性，强化了全方位的越级价值；新增风格凌厉的幻夜版，点燃运动激情。此次推出2款动力共10个版本，市场指导价为10.98-16.98万元。购车可享50%首付起，最高享24期0利率；锐·混动车型再享3年6次免费基础保养（含首保）。详情请咨询广汽本田特约店。
百队参赛，万人参与，新缤越篮球新星选拔赛北京圆满收官,http://www.guokr.com/article/460375/,吉利发布“我们的篮球”用户共创赛事 持续为用户创造快乐
充满想象力的汽车“移动充电方案”，获顺为数千万投资,http://www.guokr.com/article/460373/,随着国家公布碳达峰、碳中和的战略目标，国内新能源汽车销量连月走高，新能源汽车市场热度始终不减，除了新品牌、新概念层出不穷的整车以外，汽车充电这一市场也有了极具潜力的新玩家入局。近日，在移动充电领域异军突起的始途科技（杭州）有限公司 SATOR TECH，成功获得顺为资本数千万元天使轮融资，始途科技表示，本轮融资将继续用于加速产品研发和产品量产。
动创未来，安踏创新科技大会领航中国运动科技发展之路,http://www.guokr.com/article/460371/,奥运健儿倾力加持直播发布，安踏突破性科技发布引发运动热议新浪潮
17.48万-18.48万，广汽本田2022款VE-1 TA系列上市,http://www.guokr.com/article/460365/,“新四化”浪潮席卷之下，新能源汽车正在重构人们对于未来出行的想象。9月26日，广汽本田2022款VE-1 TA系列上市发布会召开。
新能源汽车都在死磕空气，图什么？,http://www.guokr.com/article/460363/,图速度，也图续航
OPPO未来玩机发布会“三屏”齐发，为超能玩家提供硬核之选,http://www.guokr.com/article/460361/,OPPO K9 Pro手机、75英寸OPPO K9智能电视、OPPO Watch Free三款产品今日齐发布
运动美学新标杆  东风Honda第十一代思域正式上市 ,http://www.guokr.com/article/460353/,9月24日，随着以“我，即世界”为主题的线上发布会举行，东风Honda第十一代思域正式上市。新车共推出6款车型，市场指导价12.99万元—16.39万元。
智趣新生，搭载Honda CONNECT 3.0智导互联 ，新凌派（NEW CRIDER）震撼上市,http://www.guokr.com/article/460377/,9月28日，“智在必型 Suit What You Imagine ”广汽本田新车型发布会线上火热举办。新凌派（NEW CRIDER）正式上市，搭载Honda CONNECT 3.0智导互联，带来Honda新一代智能网联科技的抢“鲜”体验，科技魅力大幅提升；“轻·致”理念焕新而来，提升了大气精致车格和舒适性，强化了全方位的越级价值；新增风格凌厉的幻夜版，点燃运动激情。此次推出2款动力共10个版本，市场指导价为10.98-16.98万元。购车可享50%首付起，最高享24期0利率；锐·混动车型再享3年6次免费基础保养（含首保）。详情请咨询广汽本田特约店。
百队参赛，万人参与，新缤越篮球新星选拔赛北京圆满收官,http://www.guokr.com/article/460375/,吉利发布“我们的篮球”用户共创赛事 持续为用户创造快乐
充满想象力的汽车“移动充电方案”，获顺为数千万投资,http://www.guokr.com/article/460373/,随着国家公布碳达峰、碳中和的战略目标，国内新能源汽车销量连月走高，新能源汽车市场热度始终不减，除了新品牌、新概念层出不穷的整车以外，汽车充电这一市场也有了极具潜力的新玩家入局。近日，在移动充电领域异军突起的始途科技（杭州）有限公司 SATOR TECH，成功获得顺为资本数千万元天使轮融资，始途科技表示，本轮融资将继续用于加速产品研发和产品量产。
动创未来，安踏创新科技大会领航中国运动科技发展之路,http://www.guokr.com/article/460371/,奥运健儿倾力加持直播发布，安踏突破性科技发布引发运动热议新浪潮
17.48万-18.48万，广汽本田2022款VE-1 TA系列上市,http://www.guokr.com/article/460365/,“新四化”浪潮席卷之下，新能源汽车正在重构人们对于未来出行的想象。9月26日，广汽本田2022款VE-1 TA系列上市发布会召开。
新能源汽车都在死磕空气，图什么？,http://www.guokr.com/article/460363/,图速度，也图续航
OPPO未来玩机发布会“三屏”齐发，为超能玩家提供硬核之选,http://www.guokr.com/article/460361/,OPPO K9 Pro手机、75英寸OPPO K9智能电视、OPPO Watch Free三款产品今日齐发布
运动美学新标杆  东风Honda第十一代思域正式上市 ,http://www.guokr.com/article/460353/,9月24日，随着以“我，即世界”为主题的线上发布会举行，东风Honda第十一代思域正式上市。新车共推出6款车型，市场指导价12.99万元—16.39万元。
免费开放超60项专利，长城汽车首次揭秘大禹电池技术,http://www.guokr.com/article/460350/,长城汽车大禹电池技术以“变堵为疏”为设计理念，采取8大创新设计
Timberland 携经典黄靴及全新鞋履家族，打造2021年「踢不烂的你」,http://www.guokr.com/article/460348/,自1973年第一双经典黄靴诞生以来，Timberland的经典靴款就深受欢迎，坚实耐用的品质也代表着Timberland的「踢不烂」精神。多年以来，「踢不烂」精...
再度刷新纪录！比亚迪实现新能源乘用车月销三连冠,http://www.guokr.com/article/460347/,根据官方数据，8月份比亚迪新能源销量同比增长331.9%
Vlog一次成片 华为nova9系列HarmonyOS手机精彩耀现,http://www.guokr.com/article/460343/,021年9月23日，华为发布nova9 系列，带来最新的HarmonyOS潮流旗舰。此次发布的两款机型nova9 Pro和nova9，基于HarmonyOS 2系统扩展与提升影像和性能体验，由此带来前所未有的自拍和Vlog拍摄体验。
英特尔 Evo™ 跨界贾樟柯，首创迷你短剧探索科技和人生的进化之旅,http://www.guokr.com/article/460341/,40 款英特尔 Evo™ 笔记本家族全球首秀亮相中国，软硬件双进化大秀“百变武艺”
创维旗舰新品震撼面世：以“真实”科技力拓展行业全新价值空间,http://www.guokr.com/article/460346/,2021年9月23日，“致敬真实”创维电视2021秋季新品发布会在京举行，重磅发布四款覆盖OLED、MiniLED两大前沿显示技术的旗舰新品——创维0.86高色准OLED电视S82、创维鸣丽屏®SmartMiniLED电视Q72、真120Hz无屏闪音画旗舰A20 Pro及创维首款OLED电竞显示器G90，以突破行业的技术水平和产品实力，向“真实视界”更进一步。
广汽本田锐·混动联盟极限续航2994.2km，再创新记录展现电驱混动超强技术魅力,http://www.guokr.com/article/460339/,9月22日，广汽本田联合央视财经打造国内汽车行业首个全流程XR 4K直播发布会
汉EV的高电压充电技术有什么特别之处？,http://www.guokr.com/article/460338/,好马配好鞍，刀片电池采用高压充电方案
智趣新生，搭载Honda CONNECT 3.0智导互联 ，新凌派（NEW CRIDER）震撼上市,http://www.guokr.com/article/460377/,9月28日，“智在必型 Suit What You Imagine ”广汽本田新车型发布会线上火热举办。新凌派（NEW CRIDER）正式上市，搭载Honda CONNECT 3.0智导互联，带来Honda新一代智能网联科技的抢“鲜”体验，科技魅力大幅提升；“轻·致”理念焕新而来，提升了大气精致车格和舒适性，强化了全方位的越级价值；新增风格凌厉的幻夜版，点燃运动激情。此次推出2款动力共10个版本，市场指导价为10.98-16.98万元。购车可享50%首付起，最高享24期0利率；锐·混动车型再享3年6次免费基础保养（含首保）。详情请咨询广汽本田特约店。
百队参赛，万人参与，新缤越篮球新星选拔赛北京圆满收官,http://www.guokr.com/article/460375/,吉利发布“我们的篮球”用户共创赛事 持续为用户创造快乐
充满想象力的汽车“移动充电方案”，获顺为数千万投资,http://www.guokr.com/article/460373/,随着国家公布碳达峰、碳中和的战略目标，国内新能源汽车销量连月走高，新能源汽车市场热度始终不减，除了新品牌、新概念层出不穷的整车以外，汽车充电这一市场也有了极具潜力的新玩家入局。近日，在移动充电领域异军突起的始途科技（杭州）有限公司 SATOR TECH，成功获得顺为资本数千万元天使轮融资，始途科技表示，本轮融资将继续用于加速产品研发和产品量产。
动创未来，安踏创新科技大会领航中国运动科技发展之路,http://www.guokr.com/article/460371/,奥运健儿倾力加持直播发布，安踏突破性科技发布引发运动热议新浪潮
17.48万-18.48万，广汽本田2022款VE-1 TA系列上市,http://www.guokr.com/article/460365/,“新四化”浪潮席卷之下，新能源汽车正在重构人们对于未来出行的想象。9月26日，广汽本田2022款VE-1 TA系列上市发布会召开。
新能源汽车都在死磕空气，图什么？,http://www.guokr.com/article/460363/,图速度，也图续航
OPPO未来玩机发布会“三屏”齐发，为超能玩家提供硬核之选,http://www.guokr.com/article/460361/,OPPO K9 Pro手机、75英寸OPPO K9智能电视、OPPO Watch Free三款产品今日齐发布
运动美学新标杆  东风Honda第十一代思域正式上市 ,http://www.guokr.com/article/460353/,9月24日，随着以“我，即世界”为主题的线上发布会举行，东风Honda第十一代思域正式上市。新车共推出6款车型，市场指导价12.99万元—16.39万元。
免费开放超60项专利，长城汽车首次揭秘大禹电池技术,http://www.guokr.com/article/460350/,长城汽车大禹电池技术以“变堵为疏”为设计理念，采取8大创新设计
Timberland 携经典黄靴及全新鞋履家族，打造2021年「踢不烂的你」,http://www.guokr.com/article/460348/,自1973年第一双经典黄靴诞生以来，Timberland的经典靴款就深受欢迎，坚实耐用的品质也代表着Timberland的「踢不烂」精神。多年以来，「踢不烂」精...
再度刷新纪录！比亚迪实现新能源乘用车月销三连冠,http://www.guokr.com/article/460347/,根据官方数据，8月份比亚迪新能源销量同比增长331.9%
Vlog一次成片 华为nova9系列HarmonyOS手机精彩耀现,http://www.guokr.com/article/460343/,021年9月23日，华为发布nova9 系列，带来最新的HarmonyOS潮流旗舰。此次发布的两款机型nova9 Pro和nova9，基于HarmonyOS 2系统扩展与提升影像和性能体验，由此带来前所未有的自拍和Vlog拍摄体验。
英特尔 Evo™ 跨界贾樟柯，首创迷你短剧探索科技和人生的进化之旅,http://www.guokr.com/article/460341/,40 款英特尔 Evo™ 笔记本家族全球首秀亮相中国，软硬件双进化大秀“百变武艺”
创维旗舰新品震撼面世：以“真实”科技力拓展行业全新价值空间,http://www.guokr.com/article/460346/,2021年9月23日，“致敬真实”创维电视2021秋季新品发布会在京举行，重磅发布四款覆盖OLED、MiniLED两大前沿显示技术的旗舰新品——创维0.86高色准OLED电视S82、创维鸣丽屏®SmartMiniLED电视Q72、真120Hz无屏闪音画旗舰A20 Pro及创维首款OLED电竞显示器G90，以突破行业的技术水平和产品实力，向“真实视界”更进一步。
广汽本田锐·混动联盟极限续航2994.2km，再创新记录展现电驱混动超强技术魅力,http://www.guokr.com/article/460339/,9月22日，广汽本田联合央视财经打造国内汽车行业首个全流程XR 4K直播发布会
汉EV的高电压充电技术有什么特别之处？,http://www.guokr.com/article/460338/,好马配好鞍，刀片电池采用高压充电方案
高性能与豪华感“合体” 领克09全系预售正式开启,http://www.guokr.com/article/460337/,9月19日，领克09首台由用户智选配置的量产车于领克梅山工厂正式下线，并在直播中公布了预售价格区间，MHEV车型预售价格27-35万元，PHEV车型预售价格32-40万元。领克09将于10月9日9：09在领克官方商城开启线上预订，并于领克品牌5周年盛典当日正式上市。
比亚迪汉8月成绩单来了，热销9035辆，呈稳健增长态势,http://www.guokr.com/article/460325/,持续领跑中国品牌中大型轿车市场
影像功能升级，一加携手哈苏推出全新一加哈苏XPan宽画幅模式,http://www.guokr.com/article/460320/,复刻经典
超越电动·BMW i 灵感空间华丽亮相，全国巡展正式启程,http://www.guokr.com/article/460319/,9月16日，宝马集团首个为BMW i品牌定制的全国巡展“超越电动 BMW i 灵感空间”在北京华贸中心正式亮相。充满艺术感的科技空间、前沿的首发豪华车型、妙趣横...
